,year,date,title,author,bibcode,pub,cite_count
144,2024,2024-04-01 00:00:00+00:00,Validating Gaia DR3 Pulsating Variable Classifications with TESS: Building Reliable δ Scuti and γ Doradus Stars Catalogs (In Progress),"Zhou, A",2024RNAAS...8..110Z,Research Notes of the American Astronomical Society,0
145,2024,2024-04-01 00:00:00+00:00,The Hybrid Debris Disk Host Star HD 21997 is a High-frequency Delta Scuti Pulsator,"Sepulveda, A",2024RNAAS...8...98S,Research Notes of the American Astronomical Society,0
146,2024,2024-04-01 00:00:00+00:00,A comprehensive search for hot subdwarf stars using Gaia and TESS. I. Pulsating hot subdwarf B stars,"Uzundag, M",2024A&A...684A.118U,Astronomy and Astrophysics,0
147,2024,2024-04-01 00:00:00+00:00,Asteroseismic modelling of the chemically peculiar B-type pulsator with an asymptotic period spacing - a Cen,"Walczak, P",2024MNRAS.529.4176W,Monthly Notices of the Royal Astronomical Society,0
148,2024,2024-04-01 00:00:00+00:00,"Characterization of K2-167 b and CALM, a new stellar activity mitigation method","de Beurs, Z",2024MNRAS.529.1047D,Monthly Notices of the Royal Astronomical Society,1
149,2024,2024-04-01 00:00:00+00:00,Confirming the Warm and Dense Sub-Saturn TIC 139270665 b with the Automated Planet Finder and Unistellar Citizen Science Network,"Peluso, D",2024AJ....167..170P,The Astronomical Journal,1
150,2024,2024-04-01 00:00:00+00:00,Metallicities and Refined Stellar Parameters for 52 Cool Dwarfs with Transiting Planets and Planet Candidates,"Gore, R",2024ApJS..271...48G,The Astrophysical Journal Supplement Series,0
151,2024,2024-04-01 00:00:00+00:00,Correlations between Ca II H and K Emission and the Gaia M Dwarf Gap,"Boudreaux, E",2024ApJ...965...56B,The Astrophysical Journal,1
152,2024,2024-04-01 00:00:00+00:00,NGTS discovery of a highly inflated Saturn-mass planet and a highly irradiated hot Jupiter. NGTS-26 b and NGTS-27 b,"Bouchy, F",2024A&A...684A.201B,Astronomy and Astrophysics,0
153,2024,2024-04-01 00:00:00+00:00,The PFS View of TOI-677 b: A Spin–Orbit Aligned Warm Jupiter in a Dynamically Hot System,"Hu, Q",2024AJ....167..175H,The Astronomical Journal,2
154,2024,2024-04-01 00:00:00+00:00,Tight stellar binaries favour active longitudes at sub- and antistellar points,"Sethi, R",2024MNRAS.529.4442S,Monthly Notices of the Royal Astronomical Society,0
155,2024,2024-04-01 00:00:00+00:00,A magnetic massive star has experienced a stellar merger,"Frost, A",2024Sci...384..214F,Science,2
156,2024,2024-04-01 00:00:00+00:00,"A Multiwavelength Survey of Nearby M dwarfs: Optical and Near-Ultraviolet Flares and Activity with Contemporaneous TESS, Kepler/K2, \textit{Swift}, and HST Observations","Paudel, R",2024arXiv240412310P,arXiv e-prints,0
157,2024,2024-03-01 00:00:00+00:00,Giant Outer Transiting Exoplanet Mass (GOT 'EM) Survey. IV. Long-term Doppler Spectroscopy for 11 Stars Thought to Host Cool Giant Exoplanets,"Dalba, P",2024ApJS..271...16D,The Astrophysical Journal Supplement Series,0
158,2024,2024-03-01 00:00:00+00:00,The highest mass Kepler red giants - I. Global asteroseismic parameters of 48 stars,"Crawford, C",2024MNRAS.528.7397C,Monthly Notices of the Royal Astronomical Society,1
159,2024,2024-03-01 00:00:00+00:00,TOI-2266 b: A keystone super-Earth at the edge of the M dwarf radius valley,"Parviainen, H",2024A&A...683A.170P,Astronomy and Astrophysics,0
160,2024,2024-03-01 00:00:00+00:00,Accretion-induced flickering variability among symbiotic stars from space photometry with NASA TESS,"Merc, J",2024A&A...683A..84M,Astronomy and Astrophysics,8
161,2024,2024-03-01 00:00:00+00:00,Variability Census of Legacy Catalogs. II. 6600+ New δ Scuti and γ Doradus Stars,"Zhou, A",2024RNAAS...8...81Z,Research Notes of the American Astronomical Society,0
162,2024,2024-03-01 00:00:00+00:00,TOI-1173 A $b$: The First Inflated Super-Neptune in a Wide Binary System,"Galarza, J",2024arXiv240306240G,arXiv e-prints,0
163,2024,2024-03-01 00:00:00+00:00,Rotation plays a role in the generation of magnetic fields in single white dwarfs,"Hernandez, M",2024MNRAS.528.6056H,Monthly Notices of the Royal Astronomical Society,3
164,2024,2024-03-01 00:00:00+00:00,TOI-1994b: A Low-mass Eccentric Brown Dwarf Transiting A Subgiant Star,"Page, E",2024AJ....167..109P,The Astronomical Journal,1
165,2024,2024-03-01 00:00:00+00:00,Red giant binaries as seen from TESS and Kepler,"Marx, Y",2024aecc.conf...32M,Austrian Early Career Conference 2024,0
166,2024,2024-03-01 00:00:00+00:00,Six new eccentric eclipsing systems with a third body,"Zasche, P",2024A&A...683A.158Z,Astronomy and Astrophysics,1
167,2024,2024-03-01 00:00:00+00:00,Searching the SN 1987A SETI Ellipsoid with TESS,"Cabrales, B",2024AJ....167..101C,The Astronomical Journal,0
168,2024,2024-03-01 00:00:00+00:00,The peculiar bursting nature of CP Pup,"Veresvarska, M",2024MNRAS.529..664V,Monthly Notices of the Royal Astronomical Society,2
169,2024,2024-03-01 00:00:00+00:00,Search for quasi-periodic oscillations in TESS light curves of bright Fermi Blazars,"Tripathi, A",2024MNRAS.528.6608T,Monthly Notices of the Royal Astronomical Society,4
170,2024,2024-03-01 00:00:00+00:00,Rapid polarization variations in the O4 supergiant ζ Puppis,"Bailey, J",2024MNRAS.529..374B,Monthly Notices of the Royal Astronomical Society,2
171,2024,2024-03-01 00:00:00+00:00,Single Transit Detection In Kepler With Machine Learning And Onboard Spacecraft Diagnostics,"Hansen, M",2024arXiv240303427H,arXiv e-prints,0
172,2024,2024-03-01 00:00:00+00:00,BD-14 3065b (TOI-4987b): from giant planet to brown dwarf: evidence for deuterium burning in old age?,"Subjak, J",2024arXiv240312311S,arXiv e-prints,0
173,2024,2024-03-01 00:00:00+00:00,Observational mapping of the mass discrepancy in eclipsing binaries: Selection of the sample and its photometric and spectroscopic properties,"Tkachenko, A",2024A&A...683A.252T,Astronomy and Astrophysics,0
174,2024,2024-03-01 00:00:00+00:00,CHEOPS observations of KELT-20 b/MASCARA-2 b: An aligned orbit and signs of variability from a reflective day side,"Singh, V",2024A&A...683A...1S,Astronomy and Astrophysics,2
175,2024,2024-03-01 00:00:00+00:00,TYC 3340-2437-1: A Quadruple System with a Massive Star,"Li, J",2024ApJ...964...86L,The Astrophysical Journal,0
176,2024,2024-03-01 00:00:00+00:00,A new catalog of magnetically active solar-like oscillators,"Corsaro, E",2024A&A...683A.161C,Astronomy and Astrophysics,0
177,2024,2024-03-01 00:00:00+00:00,"TOI-4860 b, a short-period giant planet transiting an M3.5 dwarf","Almenara, J",2024A&A...683A.166A,Astronomy and Astrophysics,5
178,2024,2024-03-01 00:00:00+00:00,Circumstellar Disk Accretion Across the Lagoon Nebula: The Influence of Environment and Stellar Mass,"Venuti, L",2024AJ....167..120V,The Astronomical Journal,1
179,2024,2024-02-01 00:00:00+00:00,"Simultaneous multicolour transit photometry of hot Jupiters HAT-P-19b, HAT-P-51b, HAT-P-55b, and HAT-P-65b","Kang, H",2024MNRAS.528.1930K,Monthly Notices of the Royal Astronomical Society,2
180,2024,2024-02-01 00:00:00+00:00,Detection of Tidally Excited Oscillations in Kepler Heartbeat Stars,"Li, M",2024ApJ...962...44L,The Astrophysical Journal,2
181,2024,2024-02-01 00:00:00+00:00,PLATO on the shoulders of TESS: analysing mono-transit planet candidates in TESS data as a prior knowledge for PLATO observations,"Magliano, C",2024MNRAS.528.2851M,Monthly Notices of the Royal Astronomical Society,0
182,2024,2024-02-01 00:00:00+00:00,Validation of Elemental and Isotopic Abundances in Late-M Spectral Types with the Benchmark HIP 55507 AB System,"Xuan, J",2024ApJ...962...10X,The Astrophysical Journal,12
183,2024,2024-02-01 00:00:00+00:00,The GAPS programme at TNG. L. TOI-4515 b: An eccentric warm Jupiter orbiting a 1.2 Gyr-old G-star,"Carleo, I",2024A&A...682A.135C,Astronomy and Astrophysics,0
184,2024,2024-02-01 00:00:00+00:00,TOI-4641b: an aligned warm Jupiter orbiting a bright (V=7.5) rapidly rotating F-star,"Bieryla, A",2024MNRAS.52710955B,Monthly Notices of the Royal Astronomical Society,2
185,2024,2024-02-01 00:00:00+00:00,The First TESS Self-lensing Pulses: Revisiting KIC 12254688,"Sorabella, N",2024ApJ...961L..45S,The Astrophysical Journal,1
186,2024,2024-02-01 00:00:00+00:00,Short-Period Variables in TESS Full-Frame Image Light Curves Identified via Convolutional Neural Networks,"Olmschenk, G",2024arXiv240212369O,arXiv e-prints,1
187,2024,2024-02-01 00:00:00+00:00,"TESS Hunt for Young and Maturing Exoplanets (THYME). XI. An Earth-sized Planet Orbiting a Nearby, Solar-like Host in the 400 Myr Ursa Major Moving Group","Capistrant, B",2024AJ....167...54C,The Astronomical Journal,7
188,2024,2024-02-01 00:00:00+00:00,TIC 184 743 498: the first tri-axial stellar pulsator,"Zhang, V",2024MNRAS.528.3378Z,Monthly Notices of the Royal Astronomical Society,1
189,2024,2024-02-01 00:00:00+00:00,A radical transition in the post-main-sequence system U Equulei,"Kaminski, T",2024A&A...682A.133K,Astronomy and Astrophysics,0
190,2024,2024-02-01 00:00:00+00:00,Constraining Stellar Rotation at the Zero-age Main Sequence with TESS,"Douglas, S",2024ApJ...962...16D,The Astrophysical Journal,2
191,2024,2024-02-01 00:00:00+00:00,Signs of Similar Stellar Obliquity Distributions for Hot and Warm Jupiters Orbiting Cool Stars,"Morgan, M",2024AJ....167...48M,The Astronomical Journal,4
192,2024,2024-02-01 00:00:00+00:00,A Phenomenon Resembling Early Superhumps in a New SU UMa-type Dwarf Nova with a 2 hr Orbital Period,"Boyle, R",2024AJ....167...71B,The Astronomical Journal,0
193,2024,2024-02-01 00:00:00+00:00,TOI-4201: An Early M Dwarf Hosting a Massive Transiting Jupiter Stretching Theories of Core Accretion,"Delamer, M",2024ApJ...962L..22D,The Astrophysical Journal,5
194,2024,2024-02-01 00:00:00+00:00,Identifying 850 δ Scuti pulsators in a narrow Gaia colour range with TESS 10-min full-frame images,"Read, A",2024MNRAS.528.2464R,Monthly Notices of the Royal Astronomical Society,2
195,2024,2024-02-01 00:00:00+00:00,The Global Asteroseismology Project Proof of Concept: Asteroseismology of Massive Stars with Continuous Ground-based Observations,"Shitrit, N",2024AJ....167...65S,The Astronomical Journal,0
196,2024,2024-02-01 00:00:00+00:00,"The TESS-Keck Survey. XVII. Precise Mass Measurements in a Young, High-multiplicity Transiting Planet System Using Radial Velocities and Transit Timing Variations","Beard, C",2024AJ....167...70B,The Astronomical Journal,3
197,2024,2024-02-01 00:00:00+00:00,TESS Stellar Rotation up to 80 Days in the Southern Continuous Viewing Zone,"Claytor, Z",2024ApJ...962...47C,The Astrophysical Journal,10
198,2024,2024-02-01 00:00:00+00:00,Robust Detrending of Spatially Correlated Systematics in Kepler Light Curves Using Low-rank Methods,"Taaki, J",2024AJ....167...60T,The Astronomical Journal,0
199,2024,2024-01-01 00:00:00+00:00,First asteroseismic analysis of the globular cluster M80: multiple populations and stellar mass-loss,"Howell, M",2024MNRAS.527.7974H,Monthly Notices of the Royal Astronomical Society,6
200,2024,2024-01-01 00:00:00+00:00,101 eclipsing quadruple star candidates discovered in TESS full frame images,"Kostov, V",2024MNRAS.527.3995K,Monthly Notices of the Royal Astronomical Society,5
201,2024,2024-01-01 00:00:00+00:00,TOI-5344 b: A Saturn-like Planet Orbiting a Super-solar Metallicity M0 Dwarf,"Han, T",2024AJ....167....4H,The Astronomical Journal,1
202,2024,2024-01-01 00:00:00+00:00,Planetary perturbers: flaring star-planet interactions in Kepler and TESS,"Ilin, E",2024MNRAS.527.3395I,Monthly Notices of the Royal Astronomical Society,1
203,2024,2024-01-01 00:00:00+00:00,Insight into the Formation of β Pic b through the Composition of Its Parent Protoplanetary Disk as Revealed by the β Pic Moving Group Member HD 181327,"Reggiani, H",2024AJ....167...45R,The Astronomical Journal,3
204,2024,2024-01-01 00:00:00+00:00,Measuring the Stellar and Planetary Properties of the 51 Eridani System,"Elliott, A",2024arXiv240101468E,arXiv e-prints,0
205,2024,2024-01-01 00:00:00+00:00,WD 0141-675: a case study on how to follow-up astrometric planet candidates around white dwarfs,"Rogers, L",2024MNRAS.527..977R,Monthly Notices of the Royal Astronomical Society,2
206,2024,2024-01-01 00:00:00+00:00,Exploring the photometric variability of ultra-cool dwarfs with TESS,"Petrucci, R",2024MNRAS.527.8290P,Monthly Notices of the Royal Astronomical Society,6
207,2024,2024-01-01 00:00:00+00:00,The Breakthrough Listen Search for Intelligent Life: Detection and Characterization of Anomalous Transits in Kepler Lightcurves,"Zuckerman, A",2024AJ....167...20Z,The Astronomical Journal,3
208,2024,2024-01-01 00:00:00+00:00,Revised ephemeris and orbital period derivative of the supersoft X-ray source CAL 87 based on 34 yr of observations,"Stecchini, P",2024MNRAS.527.8991S,Monthly Notices of the Royal Astronomical Society,0
209,2024,2024-01-01 00:00:00+00:00,The Digitized First Byurakan Survey Data Base. Late-Type Stars Candidates. New Confirmations. I,"Gigoyan, K",2024Ap.....66..470G,Astrophysics,0
210,2024,2024-01-01 00:00:00+00:00,Not-so-fast Kepler-1513: a perturbing planetary interloper in the exomoon corridor,"Yahalomi, D",2024MNRAS.527..620Y,Monthly Notices of the Royal Astronomical Society,3
211,2024,2024-01-01 00:00:00+00:00,Asteroseismology Applied to Constrain Structure Parameters of δ Scuti Stars,"Panda, S",2024ApJ...960...94P,The Astrophysical Journal,3
212,2024,2024-01-01 00:00:00+00:00,PlatoSim: an end-to-end PLATO camera simulator for modelling high-precision space-based photometry,"Jannsen, N",2024A&A...681A..18J,Astronomy and Astrophysics,3
213,2024,2024-01-01 00:00:00+00:00,The positional probability and true host star identification of TESS exoplanet candidates,"Hadjigeorghiou, A",2024MNRAS.527.4018H,Monthly Notices of the Royal Astronomical Society,3
214,2024,2024-01-01 00:00:00+00:00,"Three young planets around the K-dwarf K2-198: high-energy environment, evaporation history, and expected future","Ketzer, L",2024MNRAS.527..374K,Monthly Notices of the Royal Astronomical Society,2
215,2024,2024-01-01 00:00:00+00:00,The SOPHIE search for northern extrasolar planets. XIX. A system including a cold sub-Neptune potentially transiting a V = 6.5 star HD 88986,"Heidari, N",2024A&A...681A..55H,Astronomy and Astrophysics,5
216,2024,2024-01-01 00:00:00+00:00,"Studying habitability of the exoplanets Kepler-504 b, Kepler-315 b, and Kepler-315 c","Bhaumik, S",2024arXiv240106269B,arXiv e-prints,0
217,2024,2024-01-01 00:00:00+00:00,Investigating Period Variability Mechanisms in Eclipsing Binary Stars through Eclipsing Time Variation Analysis: A Case Study of TZ Bootis,"Zervas, K",2024ApJ...961...97Z,The Astrophysical Journal,0
218,2024,2024-01-01 00:00:00+00:00,Rapid Optical Flares in the Blazar OJ 287 on Intraday Timescales with TESS,"Kishore, S",2024ApJ...960...11K,The Astrophysical Journal,3
219,2024,2024-01-01 00:00:00+00:00,REPUBLIC: A variability-preserving systematic-correction algorithm for PLATO's multi-camera light curves,"Barragan, O",2024RASTI...3..198B,RAS Techniques and Instruments,0
220,2024,2024-01-01 00:00:00+00:00,UOCS - XI. Study of blue straggler stars in open cluster NGC 7142 using UVIT/AstroSat,"Panthi, A",2024MNRAS.527.8325P,Monthly Notices of the Royal Astronomical Society,3
221,2024,2024-01-01 00:00:00+00:00,"Masses, revised radii, and a third planet candidate in the 'Inverted' planetary system around TOI-1266","Cloutier, R",2024MNRAS.527.5464C,Monthly Notices of the Royal Astronomical Society,3
222,2024,2024-01-01 00:00:00+00:00,Rediscussion of eclipsing binaries. Paper XVII. The F-type twin system CW Eridani,"Overall, S",2024arXiv240113397O,arXiv e-prints,0
223,2024,2024-01-01 00:00:00+00:00,Flares confirmed for the first time to be from the primary component of an eclipsing binary,"Li, L",2024MNRAS.527.3982L,Monthly Notices of the Royal Astronomical Society,1
224,2024,2024-01-01 00:00:00+00:00,Transient Corotating Clumps around Adolescent Low-mass Stars from Four Years of TESS,"Bouma, L",2024AJ....167...38B,The Astronomical Journal,3
225,2024,2024-01-01 00:00:00+00:00,"Age-dating the young open cluster UBC 1 with g-mode asteroseismology, gyrochronology, and isochrone fitting","Fritzewski, D",2024A&A...681A..13F,Astronomy and Astrophysics,7
226,2024,2024-01-01 00:00:00+00:00,On the stability and pulsation in models of B[e] star MWC 137,"Parida, S",2024MNRAS.527.7414P,Monthly Notices of the Royal Astronomical Society,0
227,2024,2024-01-01 00:00:00+00:00,Periodicity of Flare Frequency of Active Flare Stars Detected by Tess,"Akopian, A",2024Ap.....66..516A,Astrophysics,0
228,2024,2024-01-01 00:00:00+00:00,HD 214220 (BD+56 2813): An eclipsing binary with its primary component at the end of the main sequence,"Schmutz, W",2024A&A...681L...9S,Astronomy and Astrophysics,0
229,2024,2024-01-01 00:00:00+00:00,A new look at the YY CrB binary system,"Soomandar, S",2024NewA..10502112S,New Astronomy,1
230,2024,2024-01-01 00:00:00+00:00,"VizieR Online Data Catalog: TESS photometry &amp; radial velocities for 6 K-binaries (Liu+, 2023)","Liu, N",2024yCat..51650259L,VizieR Online Data Catalog,0
231,2024,2024-01-01 00:00:00+00:00,"A 1.55 R<SUB>⊕</SUB> habitable-zone planet hosted by TOI-715, an M4 star near the ecliptic South Pole","Dransfield, G",2024MNRAS.527...35D,Monthly Notices of the Royal Astronomical Society,7
232,2024,2024-01-01 00:00:00+00:00,Optical quasi-periodic oscillations in the TESS light curves of three blazars,"Tripathi, A",2024MNRAS.527.9132T,Monthly Notices of the Royal Astronomical Society,3
233,2024,2024-01-01 00:00:00+00:00,Unveiling δ Scuti and γ Doradus hybrid pulsation of HD 53166 and HD 53349 plus rich frequencies in HD 52788,"Zhou, A",2024NewA..10502081Z,New Astronomy,5
